"","X","Report.Number","Agency.Name","Crash.Date.Time","Route.Type","Road.Name","Municipality","Weather","Surface.Condition","Light","Traffic.Control","Driver.Substance.Abuse","Collision.Type","Driver.Distracted.By","Vehicle.ID","Vehicle.Damage.Extent","Vehicle.Body.Type","Vehicle.Model","Vehicle.Movement","Speed.Limit","Parked.Vehicle","Equipment.Problems","Location","class"
"1",0,191,2,293,2,134,14,0,0,3,4,5,9,7,524,0,14,19,18,8,0,1,123,"0"
"3",2,295,0,324,2,22,8,0,0,1,4,5,9,5,558,5,14,55,15,5,0,1,486,"0"
"5",4,67,2,335,2,1,14,0,0,1,3,5,7,7,500,5,17,59,10,5,1,1,205,"0"
"9",8,338,0,289,1,38,8,0,0,4,1,5,4,7,310,2,14,25,8,7,0,1,535,"0"
"18",17,15,2,483,2,21,14,0,0,4,4,5,9,7,187,2,14,199,15,5,0,1,272,"0"
"20",19,624,1,479,3,19,14,0,0,4,5,5,15,7,528,1,14,229,8,5,0,1,366,"0"
"29",28,80,2,218,1,121,14,2,4,2,1,5,15,7,176,2,14,207,18,7,0,1,190,"0"
"30",29,624,1,479,3,19,14,0,0,4,5,5,15,7,189,2,14,51,8,5,0,1,366,"0"
"33",32,554,1,153,2,87,14,0,0,4,4,5,1,6,532,2,20,35,0,5,0,1,259,"0"
"35",34,82,2,423,2,25,14,0,0,4,4,5,15,9,529,2,14,79,5,6,0,1,250,"0"
"41",40,319,0,327,1,93,8,0,0,4,3,5,15,6,166,1,14,81,0,7,0,1,421,"0"
"44",43,253,0,422,1,38,8,0,0,4,4,5,4,7,612,1,14,161,5,6,0,1,499,"0"
"46",45,369,1,415,1,16,8,0,0,4,4,5,4,7,682,1,14,15,8,7,0,1,495,"0"
"47",46,83,2,356,2,23,14,0,0,4,4,5,7,7,666,2,14,207,15,6,0,1,304,"0"
"49",48,6,2,343,2,17,14,2,4,4,3,5,15,7,870,1,14,85,8,6,0,1,106,"2"
"63",62,253,0,422,1,38,8,0,0,4,4,5,4,5,62,1,14,43,8,6,0,1,499,"0"
"64",63,422,1,320,1,84,14,0,0,5,0,5,3,7,454,0,15,93,14,10,0,1,281,"0"
"70",69,168,2,226,2,125,14,0,0,4,1,5,9,7,592,2,14,5,15,7,0,1,343,"1"
"72",71,230,3,605,1,83,16,0,0,1,4,5,9,8,750,2,14,195,8,7,0,1,41,"0"
"80",79,131,2,554,1,100,14,0,0,3,4,5,7,6,451,5,14,116,8,7,0,1,104,"0"
"83",82,38,2,503,2,102,14,0,0,4,4,5,9,7,516,5,14,207,16,5,0,1,319,"0"
"91",90,0,2,373,2,111,14,1,0,4,1,5,7,7,699,2,14,13,4,5,0,1,326,"0"
"92",91,310,0,375,2,131,8,0,0,4,3,5,15,7,546,2,14,158,0,7,0,1,614,"0"
"95",94,276,0,355,2,29,8,0,0,4,3,5,14,7,581,5,15,54,6,5,0,1,438,"0"
"98",97,144,2,363,0,77,14,0,0,1,4,5,9,7,63,5,14,120,18,6,0,1,79,"1"
"101",100,224,3,368,2,54,16,0,0,4,3,5,7,7,195,3,13,207,8,5,0,1,39,"0"
"103",102,218,3,420,2,68,16,1,0,4,3,5,15,6,110,5,14,49,16,5,0,1,37,"0"
"104",103,489,1,365,3,110,7,0,0,4,1,5,7,7,749,2,15,166,10,5,1,1,3,"0"
"112",111,412,1,377,1,93,8,0,0,4,4,5,9,7,205,5,14,52,15,8,0,1,397,"0"
"119",118,128,2,366,1,126,14,0,0,4,4,5,15,6,627,5,14,19,6,5,0,1,221,"0"
"120",119,0,2,373,2,111,14,1,0,4,1,5,7,7,308,2,0,198,8,5,0,1,326,"1"
"122",121,437,1,352,1,121,14,0,0,4,1,5,9,7,432,2,14,198,15,8,0,1,191,"0"
"127",126,412,1,377,1,93,8,0,0,4,4,5,9,7,203,5,14,19,18,8,0,1,397,"1"
"133",132,117,2,364,1,127,14,0,0,4,2,5,13,6,158,5,14,186,8,8,0,1,284,"0"
"134",133,51,2,351,1,50,14,0,0,4,4,5,4,7,216,1,14,19,8,8,0,1,206,"0"
"135",134,383,1,549,1,38,8,0,0,4,4,5,9,7,566,1,15,189,15,8,0,1,618,"2"
"145",144,322,0,587,1,38,8,0,0,4,1,5,15,7,846,1,14,19,15,7,0,1,526,"0"
"148",147,623,1,372,0,109,14,0,0,4,4,5,9,7,163,2,21,217,18,8,0,1,365,"0"
"149",148,129,2,392,2,101,14,0,0,4,1,5,15,7,689,1,22,231,10,5,1,1,86,"0"
"151",150,463,1,388,1,100,14,0,0,4,4,5,4,7,246,2,14,16,8,8,0,1,119,"0"
"152",151,527,1,369,1,18,2,0,0,4,4,5,13,6,44,5,6,97,8,5,0,1,13,"0"
"155",154,463,1,388,1,100,14,0,0,4,4,5,4,7,760,1,14,169,0,8,0,1,119,"0"
"161",160,526,1,337,1,18,5,0,0,4,4,5,13,5,497,5,0,109,2,5,0,1,8,"0"
"166",165,79,2,150,1,121,14,2,4,3,1,5,9,7,15,2,20,204,18,7,0,1,199,"0"
"168",167,240,0,504,2,129,8,0,0,4,5,5,13,7,796,5,14,55,16,5,0,1,387,"0"
"169",168,593,1,507,0,109,14,0,0,4,4,5,15,7,695,1,14,25,8,7,0,1,391,"0"
"171",170,245,0,542,1,38,8,1,0,1,4,5,9,7,318,5,14,19,18,6,0,1,500,"1"
"180",179,176,2,486,2,113,14,0,0,4,1,5,9,9,752,5,14,207,8,5,0,1,306,"0"
"191",190,265,0,414,1,38,8,0,0,4,4,5,15,7,562,2,14,175,8,8,0,1,608,"1"
"194",193,277,0,405,0,73,8,0,0,4,4,5,15,7,369,0,14,207,8,10,0,1,562,"2"
"199",198,575,1,207,1,121,14,2,4,5,1,5,9,7,0,2,14,207,15,8,0,1,163,"0"
"200",199,165,2,149,2,125,14,2,4,5,1,5,9,7,258,1,14,19,15,8,0,1,353,"0"
"201",200,510,1,201,2,107,8,0,0,1,1,5,15,6,691,1,14,53,0,7,0,1,506,"0"
"204",203,472,1,197,1,50,14,1,0,4,4,5,15,7,40,1,14,51,5,8,0,1,312,"2"
"205",204,485,1,148,2,118,14,2,4,4,4,5,0,7,729,1,14,15,5,7,0,1,92,"0"
"206",205,165,2,149,2,125,14,2,4,5,1,5,9,7,788,1,14,21,8,8,0,1,353,"0"
"209",208,505,1,206,1,93,8,2,4,4,1,5,13,7,690,5,14,240,4,7,0,1,521,"0"
"210",209,100,2,151,1,50,14,0,0,4,1,5,9,7,24,2,14,198,15,7,0,1,275,"0"
"211",210,544,1,601,1,18,1,0,0,4,1,5,13,6,223,2,8,215,8,7,0,1,21,"0"
"212",211,447,1,102,0,23,14,1,0,4,1,5,15,7,621,1,0,8,8,8,0,1,338,"0"
"213",212,544,1,601,1,18,1,0,0,4,1,5,13,7,133,2,20,129,18,7,0,1,21,"0"
"214",213,7,2,492,1,100,14,0,0,4,4,5,7,6,856,5,14,15,5,6,0,1,209,"0"
"217",216,1,2,499,1,50,14,0,0,4,4,5,15,7,188,1,14,19,5,7,0,1,624,"0"
"219",218,179,2,500,1,127,14,0,0,4,1,5,9,7,84,3,14,185,15,6,0,1,251,"2"
"224",223,411,1,494,1,84,14,2,4,3,4,5,4,7,814,5,14,207,8,9,0,1,282,"0"
"229",228,10,2,528,1,84,14,2,4,4,4,5,9,7,673,2,14,124,18,10,0,1,296,"0"
"234",233,423,1,557,1,50,14,0,0,4,4,5,4,7,495,1,14,55,8,7,0,1,320,"1"
"238",237,225,3,435,1,88,16,0,0,4,1,5,9,7,694,1,14,207,18,5,0,1,27,"2"
"239",238,161,2,109,1,100,14,0,0,0,4,5,9,7,641,2,0,169,15,6,0,1,210,"0"
"241",240,161,2,109,1,100,14,0,0,0,4,5,9,7,506,2,14,19,15,6,0,1,210,"1"
"245",244,254,0,496,1,38,8,2,4,4,1,5,8,7,99,2,14,13,8,7,0,1,595,"1"
"246",245,255,0,441,1,38,8,0,0,4,1,5,4,7,702,2,14,151,8,6,0,1,512,"1"
"247",246,225,3,435,1,88,16,0,0,4,1,5,9,7,555,2,14,231,18,5,0,1,27,"0"
"248",247,94,2,438,1,121,14,0,0,4,1,5,9,7,744,2,14,19,15,7,0,1,180,"1"
