"","X","Report.Number","Agency.Name","Crash.Date.Time","Route.Type","Road.Name","Municipality","Weather","Surface.Condition","Light","Traffic.Control","Driver.Substance.Abuse","Collision.Type","Driver.Distracted.By","Vehicle.ID","Vehicle.Damage.Extent","Vehicle.Body.Type","Vehicle.Model","Vehicle.Movement","Speed.Limit","Parked.Vehicle","Equipment.Problems","Location","class"
"62",61,3,2,333,1,84,14,0,0,4,4,5,14,7,259,1,4,99,5,10,0,1,301,"0"
"63",62,253,0,422,1,38,8,0,0,4,4,5,4,5,62,1,14,43,8,6,0,1,499,"0"
"64",63,422,1,320,1,84,14,0,0,5,0,5,3,7,454,0,15,93,14,10,0,1,281,"0"
"65",64,34,2,417,2,134,14,0,0,4,1,5,13,7,530,2,14,19,8,8,0,1,155,"0"
"66",65,72,2,410,2,37,14,0,0,4,4,5,15,6,656,1,14,207,5,5,0,1,218,"0"
"67",66,516,1,211,2,85,8,2,4,4,4,5,15,7,523,1,14,198,16,6,0,1,565,"1"
"68",67,169,2,227,2,2,14,0,0,1,1,5,9,7,53,1,0,83,18,5,0,1,241,"0"
"69",68,601,1,169,0,78,8,2,4,1,1,5,15,7,299,1,14,19,4,9,0,1,356,"0"
"70",69,168,2,226,2,125,14,0,0,4,1,5,9,7,592,2,14,5,15,7,0,1,343,"1"
"71",70,71,2,58,2,47,14,0,0,4,1,5,13,7,233,3,18,35,15,5,0,1,134,"0"
"72",71,230,3,605,1,83,16,0,0,1,4,5,9,8,750,2,14,195,8,7,0,1,41,"0"
"73",72,504,1,603,2,134,14,1,0,1,1,5,14,7,698,2,17,19,8,7,0,1,132,"0"
"74",73,532,1,591,0,77,14,0,0,4,1,5,7,7,124,0,14,209,8,8,0,1,81,"0"
"75",74,234,0,584,1,38,8,0,0,4,4,5,13,7,255,5,14,17,0,6,0,1,547,"0"
"76",75,533,1,610,1,18,4,0,4,4,3,5,15,7,408,1,14,68,8,7,0,1,49,"2"
"77",76,25,2,553,1,121,14,0,0,1,1,5,15,7,587,1,14,51,15,8,0,1,625,"2"
"78",77,107,2,548,1,34,14,0,0,4,4,5,4,6,661,1,14,96,5,5,0,1,247,"0"
"79",78,389,1,585,1,76,8,0,0,5,4,5,15,7,28,2,0,192,5,7,0,1,586,"0"
"80",79,131,2,554,1,100,14,0,0,3,4,5,7,6,451,5,14,116,8,7,0,1,104,"0"
"81",80,155,2,599,2,89,14,0,0,4,1,5,7,6,354,5,14,19,0,2,0,1,340,"0"
"82",81,145,2,550,2,91,14,0,0,1,4,5,4,7,784,1,14,51,8,6,0,1,169,"1"
"83",82,38,2,503,2,102,14,0,0,4,4,5,9,7,516,5,14,207,16,5,0,1,319,"0"
"84",83,145,2,550,2,91,14,0,0,1,4,5,4,7,191,1,14,207,17,6,0,1,169,"0"
"85",84,267,0,501,2,74,8,0,0,4,1,5,7,6,289,5,14,43,1,1,0,1,443,"0"
"86",85,383,1,549,1,38,8,0,0,4,4,5,9,7,570,1,0,143,18,8,0,1,618,"2"
"87",86,25,2,553,1,121,14,0,0,1,1,5,15,7,625,1,14,185,0,8,0,1,625,"0"
"88",87,438,1,555,0,109,14,0,0,4,4,5,4,6,824,1,14,58,5,8,0,1,347,"1"
"89",88,438,1,555,0,109,14,0,0,4,4,5,4,7,677,1,14,19,0,8,0,1,347,"0"
"90",89,174,2,374,0,109,14,0,0,4,4,5,4,7,825,1,14,19,0,9,0,1,328,"2"
"91",90,0,2,373,2,111,14,1,0,4,1,5,7,7,699,2,14,13,4,5,0,1,326,"0"
"92",91,310,0,375,2,131,8,0,0,4,3,5,15,7,546,2,14,158,0,7,0,1,614,"0"
"93",92,127,2,362,1,100,14,0,0,4,1,5,14,5,220,1,14,19,17,2,0,1,193,"0"
"94",93,128,2,366,1,126,14,0,0,4,4,5,15,7,687,1,14,5,8,6,0,1,221,"0"
"95",94,276,0,355,2,29,8,0,0,4,3,5,14,7,581,5,15,54,6,5,0,1,438,"0"
"96",95,91,2,376,2,122,14,0,0,4,1,5,7,7,38,5,20,35,8,2,0,1,177,"0"
"97",96,437,1,352,1,121,14,0,0,4,1,5,9,7,459,1,14,5,8,8,0,1,191,"0"
"98",97,144,2,363,0,77,14,0,0,1,4,5,9,7,63,5,14,120,18,6,0,1,79,"1"
"99",98,51,2,351,1,50,14,0,0,4,4,5,4,6,565,1,14,19,5,7,0,1,206,"0"
"100",99,436,1,346,1,50,14,2,4,4,4,5,15,7,756,2,14,231,15,7,0,1,271,"0"
"101",100,224,3,368,2,54,16,0,0,4,3,5,7,7,195,3,13,207,8,5,0,1,39,"0"
"102",101,90,2,361,1,34,14,0,0,4,1,5,9,9,209,0,14,19,8,6,0,1,223,"1"
"103",102,218,3,420,2,68,16,1,0,4,3,5,15,6,110,5,14,49,16,5,0,1,37,"0"
"104",103,489,1,365,3,110,7,0,0,4,1,5,7,7,749,2,15,166,10,5,1,1,3,"0"
"105",104,592,1,411,1,120,10,0,0,4,1,5,9,7,248,2,14,25,15,8,0,1,66,"0"
"106",105,310,0,375,2,131,8,0,0,4,3,5,15,6,169,5,14,32,5,5,0,1,614,"0"
"107",106,592,1,411,1,120,10,0,0,4,1,5,9,7,351,2,14,19,15,8,0,1,66,"0"
"108",107,592,1,411,1,120,10,0,0,4,1,5,9,7,680,1,0,19,15,8,0,1,66,"1"
"109",108,491,1,370,0,41,14,2,4,1,3,5,15,7,861,1,14,81,16,5,0,1,217,"0"
"110",109,262,0,358,1,38,8,2,4,4,1,5,13,7,204,1,14,214,8,6,0,1,534,"0"
"111",110,144,2,363,0,77,14,0,0,1,4,3,9,7,257,1,14,233,0,6,0,1,79,"1"
"112",111,412,1,377,1,93,8,0,0,4,4,5,9,7,205,5,14,52,15,8,0,1,397,"0"
"113",112,93,2,382,1,30,14,0,0,4,4,5,1,7,309,1,14,19,7,7,0,1,168,"0"
"114",113,262,0,358,1,38,8,2,4,4,1,5,13,6,165,2,14,19,2,6,0,1,534,"0"
"115",114,68,2,359,2,2,14,2,4,1,0,5,4,7,399,0,14,26,8,9,0,1,243,"2"
"116",115,298,0,350,2,117,8,0,0,4,1,5,14,3,152,5,14,63,8,6,0,1,616,"0"
"117",116,90,2,361,1,34,14,0,0,4,1,5,9,7,274,1,14,199,15,7,0,1,223,"1"
"118",117,68,2,359,2,2,14,2,4,1,0,5,4,7,795,2,14,220,16,6,0,1,243,"0"
"119",118,128,2,366,1,126,14,0,0,4,4,5,15,6,627,5,14,19,6,5,0,1,221,"0"
"120",119,0,2,373,2,111,14,1,0,4,1,5,7,7,308,2,0,198,8,5,0,1,326,"1"
"121",120,92,2,381,1,100,14,0,0,4,1,5,13,7,753,5,14,89,8,7,0,1,144,"0"
"122",121,437,1,352,1,121,14,0,0,4,1,5,9,7,432,2,14,198,15,8,0,1,191,"0"
"123",122,437,1,352,1,121,14,0,0,4,1,5,9,7,777,1,14,196,15,8,0,1,191,"0"
"124",123,173,2,360,1,127,14,0,0,4,4,5,4,7,58,1,14,25,0,9,0,1,330,"2"
"125",124,437,1,352,1,121,14,0,0,4,1,5,9,7,557,2,14,207,15,8,0,1,191,"0"
"126",125,218,3,420,2,68,16,1,0,4,3,5,15,7,583,2,10,136,0,5,0,1,37,"2"
"127",126,412,1,377,1,93,8,0,0,4,4,5,9,7,203,5,14,19,18,8,0,1,397,"1"
"128",127,174,2,374,0,109,14,0,0,4,4,5,4,7,868,1,14,51,8,9,0,1,328,"0"
"129",128,93,2,382,1,30,14,0,0,4,4,5,1,7,536,2,20,35,8,5,0,1,168,"0"
"130",129,117,2,364,1,127,14,0,0,4,2,5,13,7,573,5,17,60,8,8,0,1,284,"0"
"131",130,436,1,346,1,50,14,2,4,4,4,5,15,7,585,1,14,207,0,5,0,1,271,"0"
"132",131,491,1,370,0,41,14,2,4,1,3,5,15,7,894,5,14,25,8,8,0,1,217,"0"
"133",132,117,2,364,1,127,14,0,0,4,2,5,13,6,158,5,14,186,8,8,0,1,284,"0"
"134",133,51,2,351,1,50,14,0,0,4,4,5,4,7,216,1,14,19,8,8,0,1,206,"0"
"135",134,383,1,549,1,38,8,0,0,4,4,5,9,7,566,1,15,189,15,8,0,1,618,"2"
"136",135,257,0,505,1,124,8,0,0,4,4,5,4,7,571,1,14,185,5,6,0,1,479,"1"
"137",136,562,1,319,2,52,10,0,0,4,1,5,15,7,468,1,14,174,8,5,0,1,52,"0"
"138",137,562,1,319,2,52,10,0,0,4,1,5,15,6,364,2,14,25,0,5,0,1,52,"0"
"139",138,309,0,334,1,38,8,0,0,1,1,5,7,7,197,5,14,169,8,7,0,1,612,"1"
"140",139,390,1,609,2,103,8,2,4,4,4,5,15,7,296,1,22,152,8,6,0,1,571,"0"
"141",140,322,0,587,1,38,8,0,0,4,1,5,15,6,143,1,14,13,5,7,0,1,526,"0"
"142",141,533,1,610,1,18,4,0,4,4,3,5,15,6,862,1,14,19,0,8,0,1,49,"0"
"143",142,390,1,609,2,103,8,2,4,4,4,5,15,7,382,2,13,92,5,6,0,1,571,"0"
"144",143,389,1,585,1,76,8,0,0,5,4,5,15,7,764,2,0,145,18,7,0,1,586,"0"
"145",144,322,0,587,1,38,8,0,0,4,1,5,15,7,846,1,14,19,15,7,0,1,526,"0"
"146",145,76,2,602,2,23,14,0,0,4,4,5,9,7,236,2,14,116,15,8,0,1,308,"0"
"147",146,598,1,394,1,38,14,0,0,4,4,5,4,7,411,1,14,19,5,7,0,1,389,"0"
"148",147,623,1,372,0,109,14,0,0,4,4,5,9,7,163,2,21,217,18,8,0,1,365,"0"
"149",148,129,2,392,2,101,14,0,0,4,1,5,15,7,689,1,22,231,10,5,1,1,86,"0"
"150",149,526,1,337,1,18,5,0,0,4,4,5,13,7,453,2,20,212,8,5,0,1,8,"0"
"151",150,463,1,388,1,100,14,0,0,4,4,5,4,7,246,2,14,16,8,8,0,1,119,"0"
"152",151,527,1,369,1,18,2,0,0,4,4,5,13,6,44,5,6,97,8,5,0,1,13,"0"
"153",152,175,2,398,2,81,14,0,0,4,1,5,13,7,738,2,20,33,8,5,0,1,287,"0"
"154",153,263,0,393,1,93,8,0,0,4,4,5,7,7,117,2,14,19,15,6,0,1,520,"0"
"155",154,463,1,388,1,100,14,0,0,4,4,5,4,7,760,1,14,169,0,8,0,1,119,"0"
"156",155,105,2,389,1,121,14,0,0,5,4,5,15,6,535,1,14,207,8,8,0,1,154,"0"
"157",156,496,1,203,1,38,8,0,0,4,4,5,9,7,179,5,0,160,18,9,0,1,409,"0"
"158",157,527,1,369,1,18,2,0,0,4,4,5,13,7,218,5,20,212,18,5,0,1,13,"0"
"159",158,105,2,389,1,121,14,0,0,5,4,5,15,7,561,1,14,207,16,5,0,1,154,"0"
"160",159,320,0,391,0,42,8,0,0,4,4,5,9,7,341,5,14,51,6,5,0,1,525,"0"
"161",160,526,1,337,1,18,5,0,0,4,4,5,13,5,497,5,0,109,2,5,0,1,8,"0"
"162",161,598,1,394,1,38,14,0,0,4,4,5,4,7,717,1,14,161,8,7,0,1,389,"0"
"163",162,626,1,402,1,20,8,0,0,4,3,5,4,7,740,1,14,238,5,8,0,1,342,"2"
"164",163,284,0,195,2,66,8,0,0,4,1,5,13,7,829,5,21,207,15,5,0,1,403,"0"
"165",164,414,1,196,2,130,14,0,0,4,3,5,6,7,270,5,18,35,5,5,0,1,357,"0"
"166",165,79,2,150,1,121,14,2,4,3,1,5,9,7,15,2,20,204,18,7,0,1,199,"0"
"167",166,583,1,552,1,55,10,0,4,1,3,5,15,6,605,0,14,19,16,6,0,1,57,"0"
"168",167,240,0,504,2,129,8,0,0,4,5,5,13,7,796,5,14,55,16,5,0,1,387,"0"
"169",168,593,1,507,0,109,14,0,0,4,4,5,15,7,695,1,14,25,8,7,0,1,391,"0"
"170",169,9,2,512,2,25,14,0,0,4,4,5,15,2,579,1,14,192,8,6,0,1,249,"0"
"171",170,245,0,542,1,38,8,1,0,1,4,5,9,7,318,5,14,19,18,6,0,1,500,"1"
"172",171,583,1,552,1,55,10,0,4,1,3,5,15,6,499,0,14,190,8,6,0,1,57,"0"
"173",172,279,0,516,1,38,8,1,0,4,2,5,7,7,616,3,21,207,8,5,0,1,514,"0"
"174",173,450,1,511,2,22,8,0,0,4,1,5,9,7,773,2,14,62,18,6,0,1,488,"2"
"175",174,577,1,490,1,90,16,0,0,4,3,5,15,6,609,2,14,118,16,5,0,1,42,"0"
"176",175,177,2,485,2,89,14,0,0,4,4,5,13,7,537,3,14,62,15,6,0,1,355,"0"
"177",176,264,0,401,2,123,8,0,0,4,1,5,14,6,324,1,14,153,8,6,0,1,426,"0"
"178",177,177,2,485,2,89,14,0,0,4,4,5,13,7,828,5,15,93,15,6,0,1,355,"0"
"179",178,27,2,406,1,127,14,0,0,4,4,5,9,2,116,2,0,160,8,9,0,0,278,"0"
"180",179,176,2,486,2,113,14,0,0,4,1,5,9,9,752,5,14,207,8,5,0,1,306,"0"
"181",180,35,2,403,2,26,14,1,0,4,3,5,15,7,1,2,14,19,8,5,0,1,158,"0"
"182",181,471,1,407,1,50,14,0,0,4,4,5,15,6,302,1,14,239,5,8,0,1,294,"0"
"183",182,27,2,406,1,127,14,0,0,4,4,5,9,7,619,2,14,98,18,9,0,1,278,"2"
"184",183,36,2,408,2,114,14,1,0,4,1,5,14,7,10,5,14,119,6,5,0,1,263,"0"
"185",184,386,1,426,2,131,8,0,0,4,3,5,7,7,159,2,0,179,5,7,0,1,615,"0"
"186",185,577,1,490,1,90,16,0,0,4,3,5,15,7,224,2,10,142,8,5,0,1,42,"2"
"187",186,265,0,414,1,38,8,0,0,4,4,5,15,6,434,1,14,43,5,8,0,1,608,"1"
"188",187,277,0,405,0,73,8,0,0,4,4,5,15,7,810,0,14,207,8,10,0,1,562,"2"
"189",188,471,1,407,1,50,14,0,0,4,4,5,15,6,76,2,14,19,8,8,0,1,294,"0"
"190",189,386,1,426,2,131,8,0,0,4,3,5,7,6,393,5,20,35,6,7,0,1,615,"0"
"191",190,265,0,414,1,38,8,0,0,4,4,5,15,7,562,2,14,175,8,8,0,1,608,"1"
"192",191,176,2,486,2,113,14,0,0,4,1,5,9,7,663,3,20,33,15,5,0,1,306,"0"
"193",192,464,1,404,1,38,14,0,0,1,0,5,4,7,820,2,14,211,8,8,0,1,401,"0"
"194",193,277,0,405,0,73,8,0,0,4,4,5,15,7,369,0,14,207,8,10,0,1,562,"2"
"195",194,9,2,512,2,25,14,0,0,4,4,5,15,7,613,1,14,196,8,6,0,1,249,"0"
"196",195,95,2,509,1,121,14,0,0,4,4,5,9,7,727,2,14,19,16,7,0,1,200,"0"
"197",196,296,0,559,1,104,8,0,0,4,4,5,9,11,580,5,14,143,15,6,0,1,456,"0"
"198",197,528,1,502,0,77,14,0,0,4,4,5,1,6,887,1,22,152,5,8,0,1,78,"2"
"199",198,575,1,207,1,121,14,2,4,5,1,5,9,7,0,2,14,207,15,8,0,1,163,"0"
"200",199,165,2,149,2,125,14,2,4,5,1,5,9,7,258,1,14,19,15,8,0,1,353,"0"
"201",200,510,1,201,2,107,8,0,0,1,1,5,15,6,691,1,14,53,0,7,0,1,506,"0"
"202",201,331,0,205,2,22,8,2,4,4,4,5,7,7,198,2,14,19,18,5,0,1,487,"0"
"203",202,510,1,201,2,107,8,0,0,1,1,5,15,7,640,5,14,25,8,7,0,1,506,"1"
"204",203,472,1,197,1,50,14,1,0,4,4,5,15,7,40,1,14,51,5,8,0,1,312,"2"
"205",204,485,1,148,2,118,14,2,4,4,4,5,0,7,729,1,14,15,5,7,0,1,92,"0"
"206",205,165,2,149,2,125,14,2,4,5,1,5,9,7,788,1,14,21,8,8,0,1,353,"0"
"207",206,330,0,208,2,40,8,0,0,4,1,5,15,6,185,1,14,19,5,5,0,1,481,"2"
"208",207,331,0,205,2,22,8,2,4,4,4,5,7,9,200,2,14,134,15,5,0,1,487,"1"
"209",208,505,1,206,1,93,8,2,4,4,1,5,13,7,690,5,14,240,4,7,0,1,521,"0"
"210",209,100,2,151,1,50,14,0,0,4,1,5,9,7,24,2,14,198,15,7,0,1,275,"0"
"211",210,544,1,601,1,18,1,0,0,4,1,5,13,6,223,2,8,215,8,7,0,1,21,"0"
"212",211,447,1,102,0,23,14,1,0,4,1,5,15,7,621,1,0,8,8,8,0,1,338,"0"
"213",212,544,1,601,1,18,1,0,0,4,1,5,13,7,133,2,20,129,18,7,0,1,21,"0"
"214",213,7,2,492,1,100,14,0,0,4,4,5,7,6,856,5,14,15,5,6,0,1,209,"0"
"215",214,299,0,508,1,104,8,0,0,4,4,5,9,7,395,5,14,197,16,7,0,1,452,"0"
"216",215,332,0,152,0,42,8,0,4,4,4,5,14,6,281,3,0,169,6,5,0,1,568,"0"
"217",216,1,2,499,1,50,14,0,0,4,4,5,15,7,188,1,14,19,5,7,0,1,624,"0"
"218",217,541,1,383,1,48,0,0,0,1,1,4,14,5,52,1,1,43,8,7,0,1,619,"0"
"219",218,179,2,500,1,127,14,0,0,4,1,5,9,7,84,3,14,185,15,6,0,1,251,"2"
"220",219,411,1,494,1,84,14,2,4,3,4,5,4,7,172,1,13,207,5,9,0,1,282,"0"
"221",220,178,2,495,2,134,14,2,4,4,3,5,15,7,12,1,14,146,5,7,0,1,266,"2"
"222",221,1,2,499,1,50,14,0,0,4,4,5,15,7,238,1,14,13,8,7,0,1,624,"2"
"223",222,178,2,495,2,134,14,2,4,4,3,5,15,7,160,1,14,114,8,7,0,1,266,"2"
"224",223,411,1,494,1,84,14,2,4,3,4,5,4,7,814,5,14,207,8,9,0,1,282,"0"
"225",224,179,2,500,1,127,14,0,0,4,1,5,9,7,731,3,14,162,15,6,0,1,251,"0"
"226",225,454,1,200,1,44,8,0,0,4,1,5,9,7,757,3,14,99,0,9,0,1,408,"1"
"227",226,571,1,32,1,124,8,0,0,1,4,5,13,7,513,5,14,42,5,7,0,1,466,"1"
"228",227,10,2,528,1,84,14,2,4,4,4,5,9,6,567,1,14,43,8,10,0,1,296,"0"
"229",228,10,2,528,1,84,14,2,4,4,4,5,9,7,673,2,14,124,18,10,0,1,296,"0"
"230",229,159,2,527,2,70,14,0,0,4,1,5,9,7,888,2,0,169,15,6,0,1,173,"2"
"231",230,368,1,510,1,6,2,0,0,4,1,5,13,7,264,5,22,147,8,5,0,1,9,"0"
"232",231,10,2,528,1,84,14,2,4,4,4,5,9,7,31,1,14,90,18,10,0,1,296,"0"
"233",232,387,1,525,1,38,8,1,0,4,1,5,9,7,194,2,15,54,6,6,0,1,524,"0"
"234",233,423,1,557,1,50,14,0,0,4,4,5,4,7,495,1,14,55,8,7,0,1,320,"1"
"235",234,498,1,551,2,85,8,2,4,4,4,5,7,7,19,1,14,99,14,6,0,1,559,"0"
"236",235,70,2,432,1,100,14,0,0,4,4,5,15,7,800,1,14,172,16,8,0,1,122,"1"
"237",236,278,0,430,1,38,8,0,0,4,4,5,9,7,426,2,14,19,4,8,0,1,594,"0"
"238",237,225,3,435,1,88,16,0,0,4,1,5,9,7,694,1,14,207,18,5,0,1,27,"2"
"239",238,161,2,109,1,100,14,0,0,0,4,5,9,7,641,2,0,169,15,6,0,1,210,"0"
"240",239,94,2,438,1,121,14,0,0,4,1,5,9,7,33,2,14,207,15,7,0,1,180,"1"
"241",240,161,2,109,1,100,14,0,0,0,4,5,9,7,506,2,14,19,15,6,0,1,210,"1"
"242",241,301,0,106,2,82,8,1,0,4,4,5,15,7,304,1,14,55,8,5,0,1,489,"1"
"243",242,154,2,427,1,121,14,2,4,4,1,5,15,6,25,0,14,5,5,7,0,1,203,"1"
"244",243,255,0,441,1,38,8,0,0,4,1,5,4,7,206,1,14,25,5,6,0,1,512,"0"
"245",244,254,0,496,1,38,8,2,4,4,1,5,8,7,99,2,14,13,8,7,0,1,595,"1"
"246",245,255,0,441,1,38,8,0,0,4,1,5,4,7,702,2,14,151,8,6,0,1,512,"1"
"247",246,225,3,435,1,88,16,0,0,4,1,5,9,7,555,2,14,231,18,5,0,1,27,"0"
"248",247,94,2,438,1,121,14,0,0,4,1,5,9,7,744,2,14,19,15,7,0,1,180,"1"
"249",248,326,0,491,1,44,8,0,0,4,4,2,9,9,458,1,0,207,8,10,0,1,410,"0"
"250",249,326,0,491,1,44,8,0,0,4,4,5,9,7,144,5,20,33,18,10,0,1,410,"0"
"251",250,220,3,89,1,83,16,1,0,4,4,5,15,7,357,2,22,91,5,7,0,1,23,"1"
"252",251,41,2,596,1,121,14,1,0,4,1,5,7,7,149,5,14,19,8,8,0,1,189,"0"
"253",252,578,1,57,1,84,14,0,0,4,1,5,9,6,703,1,14,215,8,10,0,1,307,"0"
"254",253,100,2,151,1,50,14,0,0,4,1,5,9,7,260,1,14,183,15,7,0,1,275,"0"
"255",254,472,1,197,1,50,14,1,0,4,4,5,15,7,348,2,11,35,8,8,0,1,312,"0"
